ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2024;01;BA;SALVADOR                           ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Campanha do Desarmamento                                                  ;S;1
2024;01;BA;SALVADOR                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2024;01;BA;SALVADOR                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;01;BA;SALVADOR                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40                                               ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;BA;SALVADOR                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento                                                  ;S;1
2024;01;BA;SANTA CRUZ CABRÁLIA                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2024;01;BA;SAPEAÇU                            ;Carabina                                          ;URKO                                                                  ;.22 LR                                            ;Campanha do Desarmamento                                                  ;N;1
2024;01;BA;SAPEAÇU                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;24                                                ;Campanha do Desarmamento                                                  ;N;1
2024;01;BA;SAPEAÇU                            ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;.22 LR                                            ;Campanha do Desarmamento                                                  ;N;1
2024;01;BA;TEIXEIRA DE FREITAS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2024;01;CE;AMONTADA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2024;01;CE;COREAÚ                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2024;01;CE;CRATO                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Roubo de Arma de Fogo                                                     ;S;1
2024;01;CE;FORTALEZA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2024;01;CE;FORTALEZA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;CE;FORTALEZA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;CE;FORTALEZA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreensão de Arma de Fogo                                                 ;S;2
2024;01;CE;FORTALEZA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;2
2024;01;CE;FORTALEZA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;CE;FORTALEZA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2024;01;CE;FORTALEZA                          ;Revolver                                          ;TRADE MARK                                                            ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;CE;HORIZONTE                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Apostilada no Exercito                                                    ;N;1
2024;01;CE;MARACANAÚ                          ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.40 S&W                                           ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;CE;MARACANAÚ                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;CE;MARACANAÚ                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;CE;PEDRA BRANCA                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2024;01;DF;BRASÍLIA                           ;Carabina                                          ;WINCHESTER                                                            ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;FN HERSTAL (FABRIQUE NATIONALE D ARMES DE GUERRE HERSTAL)             ;6,35mm                                            ;Campanha do Desarmamento                                                  ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;5
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;7
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;01;DF;BRASÍLIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;DF;BRASÍLIA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;2
2024;01;DF;BRASÍLIA                           ;Revolver                                          ;TAC (TROCAOLA, ARANZABAL Y CIA)                                       ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;DF;BRASÍLIA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;DF;BRASÍLIA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;ES;BOA ESPERANÇA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2024;01;ES;BOA ESPERANÇA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;01;ES;BOA ESPERANÇA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2024;01;ES;CACHOEIRO DE ITAPEMIRIM            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;3
2024;01;ES;CARIACICA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;ES;CARIACICA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;ES;CONCEIÇÃO DO CASTELO               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;2
2024;01;ES;DOMINGOS MARTINS                   ;Revolver                                          ;COLT                                                                  ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2024;01;ES;SERRA                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;ES;SÃO GABRIEL DA PALHA               ;Pistola                                           ;CZ (CESKOSLOVENSKA ZBROJOVKA)                                         ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;01;ES;VILA VELHA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;ES;VILA VELHA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;ALEXÂNIA                           ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2024;01;GO;ANICUNS                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;ANÁPOLIS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;2
2024;01;GO;ANÁPOLIS                           ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;2
2024;01;GO;APARECIDA DE GOIÂNIA               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;APARECIDA DE GOIÂNIA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;GO;APARECIDA DE GOIÂNIA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;GO;APARECIDA DE GOIÂNIA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Remetida ao Exército para destruição                                      ;S;2
2024;01;GO;APARECIDA DE GOIÂNIA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;APARECIDA DE GOIÂNIA               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;APARECIDA DE GOIÂNIA               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;BARRO ALTO                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;01;GO;CAMPOS VERDES                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;CATALÃO                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;CRIXÁS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;FORMOSA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;S;2
2024;01;GO;FORMOSA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;GOIATUBA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;GOIÂNIA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;28                                                ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;S;3
2024;01;GO;GOIÂNIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Roubo de Arma de Fogo                                                     ;S;1
2024;01;GO;GOIÂNIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;GOIÂNIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;GO;GOIÂNIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Remetida ao Exército para destruição                                      ;S;2
2024;01;GO;GOIÂNIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;GO;GOIÂNIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;S;7
2024;01;GO;GOIÂNIA                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2024;01;GO;GOIÂNIA                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;2
2024;01;GO;ITUMBIARA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;S;1
2024;01;GO;LUZIÂNIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;01;GO;LUZIÂNIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;MINAÇU                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;MINAÇU                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Exército para destruição                                      ;N;2
2024;01;GO;MINAÇU                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;MINAÇU                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;N;2
2024;01;GO;MORRINHOS                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;MOZARLÂNDIA                        ;Carabina                                          ;WINCHESTER                                                            ;.44 Magnum                                        ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;MOZARLÂNDIA                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;12                                                ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;MOZARLÂNDIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;N;1
2024;01;GO;RIANÁPOLIS                         ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;N;1
2024;01;GO;SENADOR CANEDO                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;1
2024;01;GO;TRINDADE                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;GO;VALPARAÍSO DE GOIÁS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;MA;BARRA DO CORDA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;01;MA;CHAPADINHA                         ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;01;MA;IMPERATRIZ                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Furto de Arma de Fogo                                                     ;S;1
2024;01;MA;LAJEADO NOVO                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Roubo de Arma de Fogo                                                     ;N;1
2024;01;MA;MATÕES                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2024;01;MA;SÃO LUÍS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Roubo de Arma de Fogo                                                     ;S;1
2024;01;MA;TIMON                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;MA;TUNTUM                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;01;MG;BELO HORIZONTE                     ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;28                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;MG;BELO HORIZONTE                     ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2024;01;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;S;1
2024;01;MG;BELO HORIZONTE                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;01;MG;BELO HORIZONTE                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;S;1
2024;01;MG;BELO HORIZONTE                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo                                                     ;S;2
2024;01;MG;CONFINS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2024;01;MG;CURVELO                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2024;01;MG;FRONTEIRA DOS VALES                ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2024;01;MG;GOVERNADOR VALADARES               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;01;MG;GURINHATÃ                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2024;01;MG;IBIRITÉ                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Campanha do Desarmamento                                                  ;S;1
2024;01;MG;IGARAPÉ                            ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Furto de Arma de Fogo                                                     ;N;2
2024;01;MG;IGARAPÉ                            ;Rifle                                             ;WINCHESTER                                                            ;.44 Magnum                                        ;Furto de Arma de Fogo                                                     ;N;2
2024;01;MG;ITUIUTABA                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2024;01;MG;ITUIUTABA                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2024;01;MG;ITUIUTABA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2024;01;MG;MANHUAÇU                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;01;MG;MONTES CLAROS                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;01;MG;MONTES CLAROS                      ;Rifle                                             ;WINCHESTER                                                            ;.44 Magnum                                        ;Apostilada no Exercito                                                    ;S;1
2024;01;MG;NOVA LIMA                          ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;N;2
2024;01;MG;PARÁ DE MINAS                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
